Exam Date,Exam Name,TOTAL -- Total Questions,TOTAL -- Attempted Questions,TOTAL -- Correct Answers,TOTAL -- Wrong Answers,TOTAL -- Positive Marks,TOTAL -- Negative Marks,TOTAL -- Total Marks,TOTAL -- Total Time Spent,TOTAL -- Avg Time on each Question,QUANT -- Total Questions,QUANT -- Attempted Questions,QUANT -- Correct Answers,QUANT -- Wrong Answers,QUANT -- Positive Marks,QUANT -- Negative Marks,QUANT -- Total Marks,QUANT -- Total Time Spent,QUANT -- Avg Time on each Question,VERBAL -- Total Questions,VERBAL -- Attempted Questions,VERBAL -- Correct Answers,VERBAL -- Wrong Answers,VERBAL -- Positive Marks,VERBAL -- Negative Marks,VERBAL -- Total Marks,VERBAL -- Total Time Spent,VERBAL -- Avg Time on each Question,LR -- Total Questions,LR -- Attempted Questions,LR -- Correct Answers,LR -- Wrong Answers,LR -- Positive Marks,LR -- Negative Marks,LR -- Total Marks,LR -- Total Time Spent,LR -- Avg Time on each Question,TECH -- Total Questions,TECH -- Attempted Questions,TECH -- Correct Answers,TECH -- Wrong Answers,TECH -- Positive Marks,TECH -- Negative Marks,TECH -- Total Marks,TECH -- Total Time Spent,TECH -- Avg Time on each Question,DI -- Total Questions,DI -- Attempted Questions,DI -- Correct Answers,DI -- Wrong Answers,DI -- Positive Marks,DI -- Negative Marks,DI -- Total Marks,DI -- Total Time Spent,DI -- Avg Time on each Question,LRDI -- Total Questions,LRDI -- Attempted Questions,LRDI -- Correct Answers,LRDI -- Wrong Answers,LRDI -- Positive Marks,LRDI -- Negative Marks,LRDI -- Total Marks,LRDI -- Total Time Spent,LRDI -- Avg Time on each Question,PUZZLE -- Total Questions,PUZZLE -- Attempted Questions,PUZZLE -- Correct Answers,PUZZLE -- Wrong Answers,PUZZLE -- Positive Marks,PUZZLE -- Negative Marks,PUZZLE -- Total Marks,PUZZLE -- Total Time Spent,PUZZLE -- Avg Time on each Question
18 Oct,MAS101 Combined Test 4,30,18,15,3,60,0,54.0,65 mins 1 secs,3 mins 36 secs,20,14,12,2,48,0,44.0,44 mins 21 secs,3 mins 10 secs,2,0,0,0,0,0,0.0,28 secs,0 sec,8,4,3,1,12,0,10.0,20 mins 12 secs,5 mins 3 secs
08 Oct,DPP 26,10,3,3,0,15,0,15.0,15 mins 1 secs,5 mins ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,15,0,15.0,15 mins 1 secs,5 mins 
08 Oct,MAS101 Combined Test 8,15,9,8,1,16,0,14.0,40 mins 1 secs,4 mins 26 secs,11,7,6,1,12,0,10.0,25 mins 28 secs,3 mins 38 secs,0,0,0,0,0,0,0,0,0,4,2,2,0,4,0,4.0,14 mins 33 secs,7 mins 16 secs
07 Oct,DPP 23,10,6,5,1,15,0,13.0,20 mins 1 secs,3 mins 20 secs,10,6,5,1,15,0,13.0,20 mins 1 secs,3 mins 20 secs
07 Oct,DPP 18,10,10,5,5,15,0,15.0,20 mins 1 secs,2 mins ,10,10,5,5,15,0,15.0,20 mins 1 secs,2 mins 
28 Sep,DPP 15 ,10,5,5,0,14,0,14.0,25 mins 1 secs,5 mins ,10,5,5,0,14,0,14.0,25 mins 1 secs,5 mins 
28 Sep,DPP 13,10,5,4,1,18,0,15.0,25 mins 1 secs,5 mins ,10,5,4,1,18,0,15.0,25 mins 1 secs,5 mins 
22 Sep,DPP 25,9,4,3,1,15,0,12.0,14 mins 8 secs,3 mins 32 secs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,1,15,0,12.0,14 mins 8 secs,3 mins 32 secs
21 Sep,DPP 24,10,10,8,2,24,0,24.0,6 mins 35 secs,39 secs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,2,24,0,24.0,6 mins 35 secs,39 secs
21 Sep,DPP 22,10,10,10,0,30,0,30.0,3 mins 19 secs,19 secs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,30,0,30.0,3 mins 19 secs,19 secs
21 Sep,DPP 21,10,9,9,0,27,0,27.0,12 mins 1 secs,1 mins 20 secs,10,9,9,0,27,0,27.0,12 mins 1 secs,1 mins 20 secs
20 Sep,DPP 16,10,1,1,0,3,0,3.0,20 mins 1 secs,20 mins 1 secs,10,1,1,0,3,0,3.0,20 mins 1 secs,20 mins 1 secs
20 Sep,DPP 20,10,10,7,3,21,0,21.0,5 mins 45 secs,34 secs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,3,21,0,21.0,5 mins 45 secs,34 secs
20 Sep,DPP 19,10,8,8,0,24,0,24.0,10 mins 1 secs,1 mins 15 secs,10,8,8,0,24,0,24.0,10 mins 1 secs,1 mins 15 secs
19 Sep,MAS101 Combined Test 3,30,12,9,3,27,0,27.0,60 mins 1 secs,5 mins ,20,9,6,3,18,0,18.0,30 mins 59 secs,3 mins 26 secs,2,0,0,0,0,0,0.0,12 secs,0 sec,8,3,3,0,9,0,9.0,28 mins 50 secs,9 mins 36 secs
19 Sep,DPP 9,10,7,5,2,15,0,13.0,20 mins 1 secs,2 mins 51 secs,10,7,5,2,15,0,13.0,20 mins 1 secs,2 mins 51 secs
